# Thet  eta  binding
266.54 141.21 0.86
266.86 141.21 0.87
267.18 141.21 0.88
267.51 141.21 0.88
267.83 141.21 0.89
268.15 141.21 0.89
268.47 141.21 0.90
268.80 141.21 0.91
269.12 141.21 0.91
269.44 141.21 0.92
269.77 141.21 0.93
270.09 141.21 0.93
270.41 141.21 0.94
270.74 141.21 0.94
271.06 141.21 0.95
271.38 141.21 0.96
271.71 141.21 0.96
272.03 141.21 0.97
272.35 141.21 0.97
272.68 141.21 0.98
273.00 141.21 0.98
241.00 142.83 0.38
241.32 142.83 0.38
241.65 142.83 0.39
241.97 142.83 0.40
242.29 142.83 0.41
242.62 142.83 0.41
242.94 142.83 0.42
243.26 142.83 0.43
243.59 142.83 0.44
243.91 142.83 0.45
244.23 142.83 0.46
244.56 142.83 0.46
244.88 142.83 0.47
245.20 142.83 0.48
245.53 142.83 0.48
245.85 142.83 0.49
246.17 142.83 0.50
246.49 142.83 0.50
246.82 142.83 0.51
247.14 142.83 0.52
247.46 142.83 0.52
247.79 142.83 0.53
248.11 142.83 0.54
248.43 142.83 0.54
248.76 142.83 0.55
249.08 142.83 0.56
249.40 142.83 0.56
249.73 142.83 0.57
250.05 142.83 0.57
250.37 142.83 0.58
250.70 142.83 0.59
251.02 142.83 0.59
251.34 142.83 0.60
251.67 142.83 0.60
251.99 142.83 0.61
252.31 142.83 0.62
252.64 142.83 0.62
252.96 142.83 0.63
253.28 142.83 0.63
253.61 142.83 0.64
253.93 142.83 0.64
254.25 142.83 0.65
254.58 142.83 0.66
254.90 142.83 0.66
255.22 142.83 0.67
255.55 142.83 0.67
255.87 142.83 0.68
256.19 142.83 0.68
256.52 142.83 0.69
256.84 142.83 0.70
257.16 142.83 0.70
257.48 142.83 0.71
257.81 142.83 0.71
258.13 142.83 0.72
258.45 142.83 0.72
258.78 142.83 0.73
259.10 142.83 0.73
259.42 142.83 0.74
259.75 142.83 0.75
260.07 142.83 0.75
260.39 142.83 0.76
260.72 142.83 0.76
261.04 142.83 0.77
261.36 142.83 0.77
261.69 142.83 0.78
262.01 142.83 0.78
262.33 142.83 0.79
262.66 142.83 0.80
262.98 142.83 0.80
263.30 142.83 0.81
263.63 142.83 0.81
263.95 142.83 0.82
264.27 142.83 0.82
264.60 142.83 0.83
264.92 142.83 0.84
265.24 142.83 0.84
265.57 142.83 0.85
265.89 142.83 0.85
266.21 142.83 0.86
266.54 142.83 0.87
266.86 142.83 0.87
267.18 142.83 0.88
267.51 142.83 0.88
267.83 142.83 0.89
268.15 142.83 0.90
268.47 142.83 0.90
268.80 142.83 0.91
269.12 142.83 0.92
269.44 142.83 0.92
269.77 142.83 0.93
270.09 142.83 0.93
270.41 142.83 0.94
270.74 142.83 0.95
271.06 142.83 0.95
271.38 142.83 0.96
271.71 142.83 0.96
272.03 142.83 0.97
272.35 142.83 0.97
272.68 142.83 0.98
273.00 142.83 0.98
241.00 144.44 0.38
241.32 144.44 0.38
241.65 144.44 0.39
241.97 144.44 0.40
242.29 144.44 0.41
242.62 144.44 0.42
242.94 144.44 0.42
243.26 144.44 0.43
243.59 144.44 0.44
243.91 144.44 0.45
244.23 144.44 0.46
244.56 144.44 0.47
244.88 144.44 0.47
245.20 144.44 0.48
245.53 144.44 0.49
245.85 144.44 0.49
246.17 144.44 0.50
246.49 144.44 0.51
246.82 144.44 0.51
247.14 144.44 0.52
247.46 144.44 0.53
247.79 144.44 0.53
248.11 144.44 0.54
248.43 144.44 0.55
248.76 144.44 0.55
249.08 144.44 0.56
249.40 144.44 0.56
249.73 144.44 0.57
250.05 144.44 0.58
250.37 144.44 0.58
250.70 144.44 0.59
251.02 144.44 0.60
251.34 144.44 0.60
251.67 144.44 0.61
251.99 144.44 0.61
252.31 144.44 0.62
252.64 144.44 0.62
252.96 144.44 0.63
253.28 144.44 0.64
253.61 144.44 0.64
253.93 144.44 0.65
254.25 144.44 0.65
254.58 144.44 0.66
254.90 144.44 0.66
255.22 144.44 0.67
255.55 144.44 0.68
255.87 144.44 0.68
256.19 144.44 0.69
256.52 144.44 0.69
256.84 144.44 0.70
257.16 144.44 0.70
257.48 144.44 0.71
257.81 144.44 0.72
258.13 144.44 0.72
258.45 144.44 0.73
258.78 144.44 0.73
259.10 144.44 0.74
259.42 144.44 0.74
259.75 144.44 0.75
260.07 144.44 0.75
260.39 144.44 0.76
260.72 144.44 0.77
261.04 144.44 0.77
261.36 144.44 0.78
261.69 144.44 0.78
262.01 144.44 0.79
262.33 144.44 0.79
262.66 144.44 0.80
262.98 144.44 0.80
263.30 144.44 0.81
263.63 144.44 0.82
263.95 144.44 0.82
264.27 144.44 0.83
264.60 144.44 0.83
264.92 144.44 0.84
265.24 144.44 0.84
265.57 144.44 0.85
265.89 144.44 0.86
266.21 144.44 0.86
266.54 144.44 0.87
266.86 144.44 0.87
267.18 144.44 0.88
267.51 144.44 0.89
267.83 144.44 0.89
268.15 144.44 0.90
268.47 144.44 0.91
268.80 144.44 0.91
269.12 144.44 0.92
269.44 144.44 0.92
269.77 144.44 0.93
270.09 144.44 0.94
270.41 144.44 0.94
270.74 144.44 0.95
271.06 144.44 0.95
271.38 144.44 0.96
271.71 144.44 0.97
272.03 144.44 0.97
272.35 144.44 0.98
272.68 144.44 0.98
273.00 144.44 0.99
241.00 146.06 0.38
241.32 146.06 0.38
241.65 146.06 0.39
241.97 146.06 0.40
242.29 146.06 0.41
242.62 146.06 0.42
242.94 146.06 0.43
243.26 146.06 0.44
243.59 146.06 0.44
243.91 146.06 0.45
244.23 146.06 0.46
244.56 146.06 0.47
244.88 146.06 0.47
245.20 146.06 0.48
245.53 146.06 0.49
245.85 146.06 0.50
246.17 146.06 0.50
246.49 146.06 0.51
246.82 146.06 0.52
247.14 146.06 0.52
247.46 146.06 0.53
247.79 146.06 0.54
248.11 146.06 0.54
248.43 146.06 0.55
248.76 146.06 0.55
249.08 146.06 0.56
249.40 146.06 0.57
249.73 146.06 0.57
250.05 146.06 0.58
250.37 146.06 0.59
250.70 146.06 0.59
251.02 146.06 0.60
251.34 146.06 0.60
251.67 146.06 0.61
251.99 146.06 0.62
252.31 146.06 0.62
252.64 146.06 0.63
252.96 146.06 0.63
253.28 146.06 0.64
253.61 146.06 0.64
253.93 146.06 0.65
254.25 146.06 0.66
254.58 146.06 0.66
254.90 146.06 0.67
255.22 146.06 0.67
255.55 146.06 0.68
255.87 146.06 0.68
256.19 146.06 0.69
256.52 146.06 0.70
256.84 146.06 0.70
257.16 146.06 0.71
257.48 146.06 0.71
257.81 146.06 0.72
258.13 146.06 0.72
258.45 146.06 0.73
258.78 146.06 0.74
259.10 146.06 0.74
259.42 146.06 0.75
259.75 146.06 0.75
260.07 146.06 0.76
260.39 146.06 0.76
260.72 146.06 0.77
261.04 146.06 0.77
261.36 146.06 0.78
261.69 146.06 0.79
262.01 146.06 0.79
262.33 146.06 0.80
262.66 146.06 0.80
262.98 146.06 0.81
263.30 146.06 0.81
263.63 146.06 0.82
263.95 146.06 0.82
264.27 146.06 0.83
264.60 146.06 0.84
264.92 146.06 0.84
265.24 146.06 0.85
265.57 146.06 0.85
265.89 146.06 0.86
266.21 146.06 0.87
266.54 146.06 0.87
266.86 146.06 0.88
267.18 146.06 0.88
267.51 146.06 0.89
267.83 146.06 0.90
268.15 146.06 0.90
268.47 146.06 0.91
268.80 146.06 0.91
269.12 146.06 0.92
269.44 146.06 0.93
269.77 146.06 0.93
270.09 146.06 0.94
270.41 146.06 0.94
270.74 146.06 0.95
271.06 146.06 0.96
271.38 146.06 0.96
271.71 146.06 0.97
272.03 146.06 0.97
272.35 146.06 0.98
272.68 146.06 0.98
273.00 146.06 0.99
241.00 147.68 0.38
241.32 147.68 0.39
241.65 147.68 0.39
241.97 147.68 0.40
242.29 147.68 0.41
242.62 147.68 0.42
242.94 147.68 0.43
243.26 147.68 0.44
243.59 147.68 0.45
243.91 147.68 0.45
244.23 147.68 0.46
244.56 147.68 0.47
244.88 147.68 0.48
245.20 147.68 0.48
245.53 147.68 0.49
245.85 147.68 0.50
246.17 147.68 0.50
246.49 147.68 0.51
246.82 147.68 0.52
247.14 147.68 0.52
247.46 147.68 0.53
247.79 147.68 0.54
248.11 147.68 0.54
248.43 147.68 0.55
248.76 147.68 0.56
249.08 147.68 0.56
249.40 147.68 0.57
249.73 147.68 0.58
250.05 147.68 0.58
250.37 147.68 0.59
250.70 147.68 0.60
251.02 147.68 0.60
251.34 147.68 0.61
251.67 147.68 0.61
251.99 147.68 0.62
252.31 147.68 0.62
252.64 147.68 0.63
252.96 147.68 0.64
253.28 147.68 0.64
253.61 147.68 0.65
253.93 147.68 0.65
254.25 147.68 0.66
254.58 147.68 0.66
254.90 147.68 0.67
255.22 147.68 0.68
255.55 147.68 0.68
255.87 147.68 0.69
256.19 147.68 0.69
256.52 147.68 0.70
256.84 147.68 0.70
257.16 147.68 0.71
257.48 147.68 0.72
257.81 147.68 0.72
258.13 147.68 0.73
258.45 147.68 0.73
258.78 147.68 0.74
259.10 147.68 0.74
259.42 147.68 0.75
259.75 147.68 0.76
260.07 147.68 0.76
260.39 147.68 0.77
260.72 147.68 0.77
261.04 147.68 0.78
261.36 147.68 0.78
261.69 147.68 0.79
262.01 147.68 0.79
262.33 147.68 0.80
262.66 147.68 0.81
262.98 147.68 0.81
263.30 147.68 0.82
263.63 147.68 0.82
263.95 147.68 0.83
264.27 147.68 0.83
264.60 147.68 0.84
264.92 147.68 0.84
265.24 147.68 0.85
265.57 147.68 0.86
265.89 147.68 0.86
266.21 147.68 0.87
266.54 147.68 0.87
266.86 147.68 0.88
267.18 147.68 0.89
267.51 147.68 0.89
267.83 147.68 0.90
268.15 147.68 0.90
268.47 147.68 0.91
268.80 147.68 0.92
269.12 147.68 0.92
269.44 147.68 0.93
269.77 147.68 0.94
270.09 147.68 0.94
270.41 147.68 0.95
270.74 147.68 0.95
271.06 147.68 0.96
271.38 147.68 0.96
271.71 147.68 0.97
272.03 147.68 0.97
272.35 147.68 0.98
272.68 147.68 0.99
273.00 147.68 0.99
241.00 149.29 0.38
241.32 149.29 0.39
241.65 149.29 0.40
241.97 149.29 0.40
242.29 149.29 0.41
242.62 149.29 0.42
242.94 149.29 0.43
243.26 149.29 0.44
243.59 149.29 0.45
243.91 149.29 0.46
244.23 149.29 0.46
244.56 149.29 0.47
244.88 149.29 0.48
245.20 149.29 0.49
245.53 149.29 0.49
245.85 149.29 0.50
246.17 149.29 0.51
246.49 149.29 0.51
246.82 149.29 0.52
247.14 149.29 0.53
247.46 149.29 0.53
247.79 149.29 0.54
248.11 149.29 0.55
248.43 149.29 0.55
248.76 149.29 0.56
249.08 149.29 0.57
249.40 149.29 0.57
249.73 149.29 0.58
250.05 149.29 0.59
250.37 149.29 0.59
250.70 149.29 0.60
251.02 149.29 0.60
251.34 149.29 0.61
251.67 149.29 0.62
251.99 149.29 0.62
252.31 149.29 0.63
252.64 149.29 0.63
252.96 149.29 0.64
253.28 149.29 0.64
253.61 149.29 0.65
253.93 149.29 0.66
254.25 149.29 0.66
254.58 149.29 0.67
254.90 149.29 0.67
255.22 149.29 0.68
255.55 149.29 0.68
255.87 149.29 0.69
256.19 149.29 0.70
256.52 149.29 0.70
256.84 149.29 0.71
257.16 149.29 0.71
257.48 149.29 0.72
257.81 149.29 0.72
258.13 149.29 0.73
258.45 149.29 0.74
258.78 149.29 0.74
259.10 149.29 0.75
259.42 149.29 0.75
259.75 149.29 0.76
260.07 149.29 0.76
260.39 149.29 0.77
260.72 149.29 0.77
261.04 149.29 0.78
261.36 149.29 0.79
261.69 149.29 0.79
262.01 149.29 0.80
262.33 149.29 0.80
262.66 149.29 0.81
262.98 149.29 0.81
263.30 149.29 0.82
263.63 149.29 0.82
263.95 149.29 0.83
264.27 149.29 0.84
264.60 149.29 0.84
264.92 149.29 0.85
265.24 149.29 0.85
265.57 149.29 0.86
265.89 149.29 0.87
266.21 149.29 0.87
266.54 149.29 0.88
266.86 149.29 0.88
267.18 149.29 0.89
267.51 149.29 0.90
267.83 149.29 0.90
268.15 149.29 0.91
268.47 149.29 0.91
268.80 149.29 0.92
269.12 149.29 0.93
269.44 149.29 0.93
269.77 149.29 0.94
270.09 149.29 0.94
270.41 149.29 0.95
270.74 149.29 0.95
271.06 149.29 0.96
271.38 149.29 0.97
271.71 149.29 0.97
272.03 149.29 0.98
272.35 149.29 0.98
272.68 149.29 0.99
273.00 149.29 0.99
241.00 150.91 0.38
241.32 150.91 0.39
241.65 150.91 0.40
241.97 150.91 0.41
242.29 150.91 0.42
242.62 150.91 0.42
242.94 150.91 0.43
243.26 150.91 0.44
243.59 150.91 0.45
243.91 150.91 0.46
244.23 150.91 0.47
244.56 150.91 0.47
244.88 150.91 0.48
245.20 150.91 0.49
245.53 150.91 0.50
245.85 150.91 0.50
246.17 150.91 0.51
246.49 150.91 0.52
246.82 150.91 0.52
247.14 150.91 0.53
247.46 150.91 0.54
247.79 150.91 0.54
248.11 150.91 0.55
248.43 150.91 0.56
248.76 150.91 0.56
249.08 150.91 0.57
249.40 150.91 0.58
249.73 150.91 0.58
250.05 150.91 0.59
250.37 150.91 0.59
250.70 150.91 0.60
251.02 150.91 0.61
251.34 150.91 0.61
251.67 150.91 0.62
251.99 150.91 0.62
252.31 150.91 0.63
252.64 150.91 0.64
252.96 150.91 0.64
253.28 150.91 0.65
253.61 150.91 0.65
253.93 150.91 0.66
254.25 150.91 0.66
254.58 150.91 0.67
254.90 150.91 0.68
255.22 150.91 0.68
255.55 150.91 0.69
255.87 150.91 0.69
256.19 150.91 0.70
256.52 150.91 0.70
256.84 150.91 0.71
257.16 150.91 0.72
257.48 150.91 0.72
257.81 150.91 0.73
258.13 150.91 0.73
258.45 150.91 0.74
258.78 150.91 0.74
259.10 150.91 0.75
259.42 150.91 0.76
259.75 150.91 0.76
260.07 150.91 0.77
260.39 150.91 0.77
260.72 150.91 0.78
261.04 150.91 0.78
261.36 150.91 0.79
261.69 150.91 0.79
262.01 150.91 0.80
262.33 150.91 0.81
262.66 150.91 0.81
262.98 150.91 0.82
263.30 150.91 0.82
263.63 150.91 0.83
263.95 150.91 0.83
264.27 150.91 0.84
264.60 150.91 0.84
264.92 150.91 0.85
265.24 150.91 0.86
265.57 150.91 0.86
265.89 150.91 0.87
266.21 150.91 0.87
266.54 150.91 0.88
266.86 150.91 0.89
267.18 150.91 0.89
267.51 150.91 0.90
267.83 150.91 0.90
268.15 150.91 0.91
268.47 150.91 0.92
268.80 150.91 0.92
269.12 150.91 0.93
269.44 150.91 0.93
269.77 150.91 0.94
270.09 150.91 0.95
270.41 150.91 0.95
270.74 150.91 0.96
271.06 150.91 0.96
271.38 150.91 0.97
271.71 150.91 0.97
272.03 150.91 0.98
272.35 150.91 0.98
272.68 150.91 0.99
273.00 150.91 0.99
241.00 152.53 0.38
241.32 152.53 0.39
241.65 152.53 0.40
241.97 152.53 0.41
242.29 152.53 0.42
242.62 152.53 0.43
242.94 152.53 0.44
243.26 152.53 0.44
243.59 152.53 0.45
243.91 152.53 0.46
244.23 152.53 0.47
244.56 152.53 0.48
244.88 152.53 0.48
245.20 152.53 0.49
245.53 152.53 0.50
245.85 152.53 0.50
246.17 152.53 0.51
246.49 152.53 0.52
246.82 152.53 0.53
247.14 152.53 0.53
247.46 152.53 0.54
247.79 152.53 0.55
248.11 152.53 0.55
248.43 152.53 0.56
248.76 152.53 0.57
249.08 152.53 0.57
249.40 152.53 0.58
249.73 152.53 0.59
250.05 152.53 0.59
250.37 152.53 0.60
250.70 152.53 0.60
251.02 152.53 0.61
251.34 152.53 0.62
251.67 152.53 0.62
251.99 152.53 0.63
252.31 152.53 0.63
252.64 152.53 0.64
252.96 152.53 0.64
253.28 152.53 0.65
253.61 152.53 0.66
253.93 152.53 0.66
254.25 152.53 0.67
254.58 152.53 0.67
254.90 152.53 0.68
255.22 152.53 0.68
255.55 152.53 0.69
255.87 152.53 0.70
256.19 152.53 0.70
256.52 152.53 0.71
256.84 152.53 0.71
257.16 152.53 0.72
257.48 152.53 0.72
257.81 152.53 0.73
258.13 152.53 0.74
258.45 152.53 0.74
258.78 152.53 0.75
259.10 152.53 0.75
259.42 152.53 0.76
259.75 152.53 0.76
260.07 152.53 0.77
260.39 152.53 0.78
260.72 152.53 0.78
261.04 152.53 0.79
261.36 152.53 0.79
261.69 152.53 0.80
262.01 152.53 0.80
262.33 152.53 0.81
262.66 152.53 0.81
262.98 152.53 0.82
263.30 152.53 0.83
263.63 152.53 0.83
263.95 152.53 0.84
264.27 152.53 0.84
264.60 152.53 0.85
264.92 152.53 0.85
265.24 152.53 0.86
265.57 152.53 0.87
265.89 152.53 0.87
266.21 152.53 0.88
266.54 152.53 0.88
266.86 152.53 0.89
267.18 152.53 0.89
267.51 152.53 0.90
267.83 152.53 0.91
268.15 152.53 0.91
268.47 152.53 0.92
268.80 152.53 0.92
269.12 152.53 0.93
269.44 152.53 0.94
269.77 152.53 0.94
270.09 152.53 0.95
270.41 152.53 0.95
270.74 152.53 0.96
271.06 152.53 0.96
271.38 152.53 0.97
271.71 152.53 0.98
272.03 152.53 0.98
272.35 152.53 0.99
272.68 152.53 0.99
273.00 152.53 1.00
241.00 154.14 0.38
241.32 154.14 0.39
241.65 154.14 0.40
241.97 154.14 0.41
242.29 154.14 0.42
242.62 154.14 0.43
242.94 154.14 0.44
243.26 154.14 0.45
243.59 154.14 0.46
243.91 154.14 0.46
244.23 154.14 0.47
244.56 154.14 0.48
244.88 154.14 0.49
245.20 154.14 0.49
245.53 154.14 0.50
245.85 154.14 0.51
246.17 154.14 0.51
246.49 154.14 0.52
246.82 154.14 0.53
247.14 154.14 0.53
247.46 154.14 0.54
247.79 154.14 0.55
248.11 154.14 0.56
248.43 154.14 0.56
248.76 154.14 0.57
249.08 154.14 0.58
249.40 154.14 0.58
249.73 154.14 0.59
250.05 154.14 0.59
250.37 154.14 0.60
250.70 154.14 0.61
251.02 154.14 0.61
251.34 154.14 0.62
251.67 154.14 0.62
251.99 154.14 0.63
252.31 154.14 0.64
252.64 154.14 0.64
252.96 154.14 0.65
253.28 154.14 0.65
253.61 154.14 0.66
253.93 154.14 0.66
254.25 154.14 0.67
254.58 154.14 0.68
254.90 154.14 0.68
255.22 154.14 0.69
255.55 154.14 0.69
255.87 154.14 0.70
256.19 154.14 0.71
256.52 154.14 0.71
256.84 154.14 0.72
257.16 154.14 0.72
257.48 154.14 0.73
257.81 154.14 0.73
258.13 154.14 0.74
258.45 154.14 0.74
258.78 154.14 0.75
259.10 154.14 0.76
259.42 154.14 0.76
259.75 154.14 0.77
260.07 154.14 0.77
260.39 154.14 0.78
260.72 154.14 0.78
261.04 154.14 0.79
261.36 154.14 0.79
261.69 154.14 0.80
262.01 154.14 0.81
262.33 154.14 0.81
262.66 154.14 0.82
262.98 154.14 0.82
263.30 154.14 0.83
263.63 154.14 0.83
263.95 154.14 0.84
264.27 154.14 0.84
264.60 154.14 0.85
264.92 154.14 0.86
265.24 154.14 0.86
265.57 154.14 0.87
265.89 154.14 0.87
266.21 154.14 0.88
266.54 154.14 0.89
266.86 154.14 0.89
267.18 154.14 0.90
267.51 154.14 0.90
267.83 154.14 0.91
268.15 154.14 0.92
268.47 154.14 0.92
268.80 154.14 0.93
269.12 154.14 0.93
269.44 154.14 0.94
269.77 154.14 0.94
270.09 154.14 0.95
270.41 154.14 0.96
270.74 154.14 0.96
271.06 154.14 0.97
271.38 154.14 0.97
271.71 154.14 0.98
272.03 154.14 0.98
272.35 154.14 0.99
272.68 154.14 0.99
273.00 154.14 1.00
241.00 155.76 0.38
241.32 155.76 0.39
241.65 155.76 0.40
241.97 155.76 0.41
242.29 155.76 0.42
242.62 155.76 0.43
242.94 155.76 0.44
243.26 155.76 0.45
243.59 155.76 0.46
243.91 155.76 0.47
244.23 155.76 0.47
244.56 155.76 0.48
244.88 155.76 0.49
245.20 155.76 0.50
245.53 155.76 0.50
245.85 155.76 0.51
246.17 155.76 0.52
246.49 155.76 0.52
246.82 155.76 0.53
247.14 155.76 0.54
247.46 155.76 0.54
247.79 155.76 0.55
248.11 155.76 0.56
248.43 155.76 0.56
248.76 155.76 0.57
249.08 155.76 0.58
249.40 155.76 0.58
249.73 155.76 0.59
250.05 155.76 0.60
250.37 155.76 0.60
250.70 155.76 0.61
251.02 155.76 0.62
251.34 155.76 0.62
251.67 155.76 0.63
251.99 155.76 0.63
252.31 155.76 0.64
252.64 155.76 0.64
252.96 155.76 0.65
253.28 155.76 0.66
253.61 155.76 0.66
253.93 155.76 0.67
254.25 155.76 0.67
254.58 155.76 0.68
254.90 155.76 0.69
255.22 155.76 0.69
255.55 155.76 0.70
255.87 155.76 0.70
256.19 155.76 0.71
256.52 155.76 0.71
256.84 155.76 0.72
257.16 155.76 0.73
257.48 155.76 0.73
257.81 155.76 0.74
258.13 155.76 0.74
258.45 155.76 0.75
258.78 155.76 0.75
259.10 155.76 0.76
259.42 155.76 0.76
259.75 155.76 0.77
260.07 155.76 0.78
260.39 155.76 0.78
260.72 155.76 0.79
261.04 155.76 0.79
261.36 155.76 0.80
261.69 155.76 0.80
262.01 155.76 0.81
262.33 155.76 0.81
262.66 155.76 0.82
262.98 155.76 0.83
263.30 155.76 0.83
263.63 155.76 0.84
263.95 155.76 0.84
264.27 155.76 0.85
264.60 155.76 0.85
264.92 155.76 0.86
265.24 155.76 0.86
265.57 155.76 0.87
265.89 155.76 0.88
266.21 155.76 0.88
266.54 155.76 0.89
266.86 155.76 0.89
267.18 155.76 0.90
267.51 155.76 0.91
267.83 155.76 0.91
268.15 155.76 0.92
268.47 155.76 0.92
268.80 155.76 0.93
269.12 155.76 0.94
269.44 155.76 0.94
269.77 155.76 0.95
270.09 155.76 0.95
270.41 155.76 0.96
270.74 155.76 0.96
271.06 155.76 0.97
271.38 155.76 0.97
271.71 155.76 0.98
272.03 155.76 0.98
272.35 155.76 0.99
272.68 155.76 0.99
273.00 155.76 1.00
241.00 157.37 0.39
241.32 157.37 0.40
241.65 157.37 0.40
241.97 157.37 0.41
242.29 157.37 0.42
242.62 157.37 0.43
242.94 157.37 0.44
243.26 157.37 0.45
243.59 157.37 0.46
243.91 157.37 0.47
244.23 157.37 0.48
244.56 157.37 0.48
244.88 157.37 0.49
245.20 157.37 0.50
245.53 157.37 0.50
245.85 157.37 0.51
246.17 157.37 0.52
246.49 157.37 0.53
246.82 157.37 0.53
247.14 157.37 0.54
247.46 157.37 0.55
247.79 157.37 0.55
248.11 157.37 0.56
248.43 157.37 0.57
248.76 157.37 0.57
249.08 157.37 0.58
249.40 157.37 0.59
249.73 157.37 0.59
250.05 157.37 0.60
250.37 157.37 0.61
250.70 157.37 0.61
251.02 157.37 0.62
251.34 157.37 0.62
251.67 157.37 0.63
251.99 157.37 0.64
252.31 157.37 0.64
252.64 157.37 0.65
252.96 157.37 0.65
253.28 157.37 0.66
253.61 157.37 0.66
253.93 157.37 0.67
254.25 157.37 0.68
254.58 157.37 0.68
254.90 157.37 0.69
255.22 157.37 0.69
255.55 157.37 0.70
255.87 157.37 0.71
256.19 157.37 0.71
256.52 157.37 0.72
256.84 157.37 0.72
257.16 157.37 0.73
257.48 157.37 0.73
257.81 157.37 0.74
258.13 157.37 0.75
258.45 157.37 0.75
258.78 157.37 0.76
259.10 157.37 0.76
259.42 157.37 0.77
259.75 157.37 0.77
260.07 157.37 0.78
260.39 157.37 0.78
260.72 157.37 0.79
261.04 157.37 0.79
261.36 157.37 0.80
261.69 157.37 0.81
262.01 157.37 0.81
262.33 157.37 0.82
262.66 157.37 0.82
262.98 157.37 0.83
263.30 157.37 0.83
263.63 157.37 0.84
263.95 157.37 0.84
264.27 157.37 0.85
264.60 157.37 0.86
264.92 157.37 0.86
265.24 157.37 0.87
265.57 157.37 0.87
265.89 157.37 0.88
266.21 157.37 0.88
266.54 157.37 0.89
266.86 157.37 0.90
267.18 157.37 0.90
267.51 157.37 0.91
267.83 157.37 0.91
268.15 157.37 0.92
268.47 157.37 0.93
268.80 157.37 0.93
269.12 157.37 0.94
269.44 157.37 0.94
269.77 157.37 0.95
270.09 157.37 0.95
270.41 157.37 0.96
270.74 157.37 0.96
271.06 157.37 0.97
271.38 157.37 0.98
271.71 157.37 0.98
272.03 157.37 0.99
272.35 157.37 0.99
272.68 157.37 0.99
273.00 157.37 1.00
241.00 158.99 0.39
241.32 158.99 0.40
241.65 158.99 0.41
241.97 158.99 0.42
242.29 158.99 0.43
242.62 158.99 0.44
242.94 158.99 0.44
243.26 158.99 0.45
243.59 158.99 0.46
243.91 158.99 0.47
244.23 158.99 0.48
244.56 158.99 0.49
244.88 158.99 0.49
245.20 158.99 0.50
245.53 158.99 0.51
245.85 158.99 0.51
246.17 158.99 0.52
246.49 158.99 0.53
246.82 158.99 0.54
247.14 158.99 0.54
247.46 158.99 0.55
247.79 158.99 0.56
248.11 158.99 0.56
248.43 158.99 0.57
248.76 158.99 0.58
249.08 158.99 0.58
249.40 158.99 0.59
249.73 158.99 0.60
250.05 158.99 0.60
250.37 158.99 0.61
250.70 158.99 0.62
251.02 158.99 0.62
251.34 158.99 0.63
251.67 158.99 0.63
251.99 158.99 0.64
252.31 158.99 0.64
252.64 158.99 0.65
252.96 158.99 0.66
253.28 158.99 0.66
253.61 158.99 0.67
253.93 158.99 0.67
254.25 158.99 0.68
254.58 158.99 0.68
254.90 158.99 0.69
255.22 158.99 0.70
255.55 158.99 0.70
255.87 158.99 0.71
256.19 158.99 0.71
256.52 158.99 0.72
256.84 158.99 0.73
257.16 158.99 0.73
257.48 158.99 0.74
257.81 158.99 0.74
258.13 158.99 0.75
258.45 158.99 0.75
258.78 158.99 0.76
259.10 158.99 0.76
259.42 158.99 0.77
259.75 158.99 0.78
260.07 158.99 0.78
260.39 158.99 0.79
260.72 158.99 0.79
261.04 158.99 0.80
261.36 158.99 0.80
261.69 158.99 0.81
262.01 158.99 0.81
262.33 158.99 0.82
262.66 158.99 0.83
262.98 158.99 0.83
263.30 158.99 0.84
263.63 158.99 0.84
263.95 158.99 0.85
264.27 158.99 0.85
264.60 158.99 0.86
264.92 158.99 0.86
265.24 158.99 0.87
265.57 158.99 0.88
265.89 158.99 0.88
266.21 158.99 0.89
266.54 158.99 0.89
266.86 158.99 0.90
267.18 158.99 0.90
267.51 158.99 0.91
267.83 158.99 0.92
268.15 158.99 0.92
268.47 158.99 0.93
268.80 158.99 0.93
269.12 158.99 0.94
269.44 158.99 0.94
269.77 158.99 0.95
270.09 158.99 0.96
270.41 158.99 0.96
270.74 158.99 0.97
271.06 158.99 0.97
271.38 158.99 0.98
271.71 158.99 0.98
272.03 158.99 0.99
272.35 158.99 0.99
272.68 158.99 1.00
273.00 158.99 1.00
241.00 160.61 0.39
241.32 160.61 0.40
241.65 160.61 0.41
241.97 160.61 0.42
242.29 160.61 0.43
242.62 160.61 0.44
242.94 160.61 0.45
243.26 160.61 0.46
243.59 160.61 0.46
243.91 160.61 0.47
244.23 160.61 0.48
244.56 160.61 0.49
244.88 160.61 0.50
245.20 160.61 0.50
245.53 160.61 0.51
245.85 160.61 0.52
246.17 160.61 0.52
246.49 160.61 0.53
246.82 160.61 0.54
247.14 160.61 0.55
247.46 160.61 0.55
247.79 160.61 0.56
248.11 160.61 0.57
248.43 160.61 0.57
248.76 160.61 0.58
249.08 160.61 0.59
249.40 160.61 0.59
249.73 160.61 0.60
250.05 160.61 0.61
250.37 160.61 0.61
250.70 160.61 0.62
251.02 160.61 0.62
251.34 160.61 0.63
251.67 160.61 0.64
251.99 160.61 0.64
252.31 160.61 0.65
252.64 160.61 0.65
252.96 160.61 0.66
253.28 160.61 0.66
253.61 160.61 0.67
253.93 160.61 0.68
254.25 160.61 0.68
254.58 160.61 0.69
254.90 160.61 0.69
