# Thet  eta  binding
258.13 60.40 0.56
258.45 60.40 0.56
258.78 60.40 0.57
259.10 60.40 0.57
259.42 60.40 0.57
259.75 60.40 0.58
260.07 60.40 0.58
260.39 60.40 0.58
260.72 60.40 0.59
261.04 60.40 0.59
261.36 60.40 0.60
261.69 60.40 0.60
262.01 60.40 0.60
262.33 60.40 0.61
262.66 60.40 0.61
262.98 60.40 0.62
263.30 60.40 0.62
263.63 60.40 0.62
263.95 60.40 0.63
264.27 60.40 0.63
264.60 60.40 0.64
264.92 60.40 0.64
265.24 60.40 0.64
265.57 60.40 0.65
265.89 60.40 0.65
266.21 60.40 0.66
266.54 60.40 0.66
266.86 60.40 0.67
267.18 60.40 0.67
267.51 60.40 0.67
267.83 60.40 0.68
268.15 60.40 0.68
268.47 60.40 0.69
268.80 60.40 0.69
269.12 60.40 0.70
269.44 60.40 0.70
269.77 60.40 0.71
270.09 60.40 0.71
270.41 60.40 0.71
270.74 60.40 0.72
271.06 60.40 0.72
271.38 60.40 0.73
271.71 60.40 0.74
272.03 60.40 0.74
272.35 60.40 0.75
272.68 60.40 0.75
273.00 60.40 0.76
241.00 62.02 0.37
241.32 62.02 0.37
241.65 62.02 0.37
241.97 62.02 0.38
242.29 62.02 0.38
242.62 62.02 0.38
242.94 62.02 0.39
243.26 62.02 0.39
243.59 62.02 0.39
243.91 62.02 0.40
244.23 62.02 0.40
244.56 62.02 0.40
244.88 62.02 0.41
245.20 62.02 0.41
245.53 62.02 0.41
245.85 62.02 0.42
246.17 62.02 0.42
246.49 62.02 0.43
246.82 62.02 0.43
247.14 62.02 0.43
247.46 62.02 0.44
247.79 62.02 0.44
248.11 62.02 0.45
248.43 62.02 0.45
248.76 62.02 0.45
249.08 62.02 0.46
249.40 62.02 0.46
249.73 62.02 0.46
250.05 62.02 0.47
250.37 62.02 0.47
250.70 62.02 0.48
251.02 62.02 0.48
251.34 62.02 0.48
251.67 62.02 0.49
251.99 62.02 0.49
252.31 62.02 0.49
252.64 62.02 0.50
252.96 62.02 0.50
253.28 62.02 0.50
253.61 62.02 0.51
253.93 62.02 0.51
254.25 62.02 0.52
254.58 62.02 0.52
254.90 62.02 0.52
255.22 62.02 0.53
255.55 62.02 0.53
255.87 62.02 0.53
256.19 62.02 0.54
256.52 62.02 0.54
256.84 62.02 0.55
257.16 62.02 0.55
257.48 62.02 0.55
257.81 62.02 0.56
258.13 62.02 0.56
258.45 62.02 0.56
258.78 62.02 0.57
259.10 62.02 0.57
259.42 62.02 0.58
259.75 62.02 0.58
260.07 62.02 0.58
260.39 62.02 0.59
260.72 62.02 0.59
261.04 62.02 0.60
261.36 62.02 0.60
261.69 62.02 0.60
262.01 62.02 0.61
262.33 62.02 0.61
262.66 62.02 0.62
262.98 62.02 0.62
263.30 62.02 0.62
263.63 62.02 0.63
263.95 62.02 0.63
264.27 62.02 0.64
264.60 62.02 0.64
264.92 62.02 0.65
265.24 62.02 0.65
265.57 62.02 0.65
265.89 62.02 0.66
266.21 62.02 0.66
266.54 62.02 0.67
266.86 62.02 0.67
267.18 62.02 0.67
267.51 62.02 0.68
267.83 62.02 0.68
268.15 62.02 0.69
268.47 62.02 0.69
268.80 62.02 0.70
269.12 62.02 0.70
269.44 62.02 0.71
269.77 62.02 0.71
270.09 62.02 0.72
270.41 62.02 0.72
270.74 62.02 0.73
271.06 62.02 0.73
271.38 62.02 0.74
271.71 62.02 0.74
272.03 62.02 0.75
272.35 62.02 0.75
272.68 62.02 0.76
273.00 62.02 0.77
241.00 63.64 0.37
241.32 63.64 0.37
241.65 63.64 0.37
241.97 63.64 0.38
242.29 63.64 0.38
242.62 63.64 0.38
242.94 63.64 0.39
243.26 63.64 0.39
243.59 63.64 0.39
243.91 63.64 0.40
244.23 63.64 0.40
244.56 63.64 0.40
244.88 63.64 0.41
245.20 63.64 0.41
245.53 63.64 0.42
245.85 63.64 0.42
246.17 63.64 0.42
246.49 63.64 0.43
246.82 63.64 0.43
247.14 63.64 0.44
247.46 63.64 0.44
247.79 63.64 0.44
248.11 63.64 0.45
248.43 63.64 0.45
248.76 63.64 0.45
249.08 63.64 0.46
249.40 63.64 0.46
249.73 63.64 0.47
250.05 63.64 0.47
250.37 63.64 0.47
250.70 63.64 0.48
251.02 63.64 0.48
251.34 63.64 0.48
251.67 63.64 0.49
251.99 63.64 0.49
252.31 63.64 0.50
252.64 63.64 0.50
252.96 63.64 0.50
253.28 63.64 0.51
253.61 63.64 0.51
253.93 63.64 0.51
254.25 63.64 0.52
254.58 63.64 0.52
254.90 63.64 0.52
255.22 63.64 0.53
255.55 63.64 0.53
255.87 63.64 0.54
256.19 63.64 0.54
256.52 63.64 0.54
256.84 63.64 0.55
257.16 63.64 0.55
257.48 63.64 0.56
257.81 63.64 0.56
258.13 63.64 0.56
258.45 63.64 0.57
258.78 63.64 0.57
259.10 63.64 0.58
259.42 63.64 0.58
259.75 63.64 0.58
260.07 63.64 0.59
260.39 63.64 0.59
260.72 63.64 0.60
261.04 63.64 0.60
261.36 63.64 0.60
261.69 63.64 0.61
262.01 63.64 0.61
262.33 63.64 0.62
262.66 63.64 0.62
262.98 63.64 0.62
263.30 63.64 0.63
263.63 63.64 0.63
263.95 63.64 0.64
264.27 63.64 0.64
264.60 63.64 0.65
264.92 63.64 0.65
265.24 63.64 0.65
265.57 63.64 0.66
265.89 63.64 0.66
266.21 63.64 0.67
266.54 63.64 0.67
266.86 63.64 0.67
267.18 63.64 0.68
267.51 63.64 0.68
267.83 63.64 0.69
268.15 63.64 0.69
268.47 63.64 0.70
268.80 63.64 0.70
269.12 63.64 0.71
269.44 63.64 0.71
269.77 63.64 0.72
270.09 63.64 0.72
270.41 63.64 0.73
270.74 63.64 0.73
271.06 63.64 0.74
271.38 63.64 0.74
271.71 63.64 0.75
272.03 63.64 0.75
272.35 63.64 0.76
272.68 63.64 0.77
273.00 63.64 0.77
241.00 65.25 0.37
241.32 65.25 0.37
241.65 65.25 0.37
241.97 65.25 0.38
242.29 65.25 0.38
242.62 65.25 0.38
242.94 65.25 0.39
243.26 65.25 0.39
243.59 65.25 0.39
243.91 65.25 0.40
244.23 65.25 0.40
244.56 65.25 0.40
244.88 65.25 0.41
245.20 65.25 0.41
245.53 65.25 0.42
245.85 65.25 0.42
246.17 65.25 0.42
246.49 65.25 0.43
246.82 65.25 0.43
247.14 65.25 0.44
247.46 65.25 0.44
247.79 65.25 0.44
248.11 65.25 0.45
248.43 65.25 0.45
248.76 65.25 0.46
249.08 65.25 0.46
249.40 65.25 0.46
249.73 65.25 0.47
250.05 65.25 0.47
250.37 65.25 0.47
250.70 65.25 0.48
251.02 65.25 0.48
251.34 65.25 0.49
251.67 65.25 0.49
251.99 65.25 0.49
252.31 65.25 0.50
252.64 65.25 0.50
252.96 65.25 0.50
253.28 65.25 0.51
253.61 65.25 0.51
253.93 65.25 0.52
254.25 65.25 0.52
254.58 65.25 0.52
254.90 65.25 0.53
255.22 65.25 0.53
255.55 65.25 0.53
255.87 65.25 0.54
256.19 65.25 0.54
256.52 65.25 0.55
256.84 65.25 0.55
257.16 65.25 0.55
257.48 65.25 0.56
257.81 65.25 0.56
258.13 65.25 0.57
258.45 65.25 0.57
258.78 65.25 0.57
259.10 65.25 0.58
259.42 65.25 0.58
259.75 65.25 0.59
260.07 65.25 0.59
260.39 65.25 0.59
260.72 65.25 0.60
261.04 65.25 0.60
261.36 65.25 0.61
261.69 65.25 0.61
262.01 65.25 0.62
262.33 65.25 0.62
262.66 65.25 0.62
262.98 65.25 0.63
263.30 65.25 0.63
263.63 65.25 0.64
263.95 65.25 0.64
264.27 65.25 0.64
264.60 65.25 0.65
264.92 65.25 0.65
265.24 65.25 0.66
265.57 65.25 0.66
265.89 65.25 0.67
266.21 65.25 0.67
266.54 65.25 0.68
266.86 65.25 0.68
267.18 65.25 0.68
267.51 65.25 0.69
267.83 65.25 0.69
268.15 65.25 0.70
268.47 65.25 0.70
268.80 65.25 0.71
269.12 65.25 0.71
269.44 65.25 0.72
269.77 65.25 0.72
270.09 65.25 0.73
270.41 65.25 0.73
270.74 65.25 0.74
271.06 65.25 0.74
271.38 65.25 0.75
271.71 65.25 0.76
272.03 65.25 0.76
272.35 65.25 0.77
272.68 65.25 0.77
273.00 65.25 0.78
241.00 66.87 0.37
241.32 66.87 0.37
241.65 66.87 0.37
241.97 66.87 0.38
242.29 66.87 0.38
242.62 66.87 0.38
242.94 66.87 0.39
243.26 66.87 0.39
243.59 66.87 0.39
243.91 66.87 0.40
244.23 66.87 0.40
244.56 66.87 0.41
244.88 66.87 0.41
245.20 66.87 0.41
245.53 66.87 0.42
245.85 66.87 0.42
246.17 66.87 0.42
246.49 66.87 0.43
246.82 66.87 0.43
247.14 66.87 0.44
247.46 66.87 0.44
247.79 66.87 0.44
248.11 66.87 0.45
248.43 66.87 0.45
248.76 66.87 0.46
249.08 66.87 0.46
249.40 66.87 0.46
249.73 66.87 0.47
250.05 66.87 0.47
250.37 66.87 0.48
250.70 66.87 0.48
251.02 66.87 0.48
251.34 66.87 0.49
251.67 66.87 0.49
251.99 66.87 0.50
252.31 66.87 0.50
252.64 66.87 0.50
252.96 66.87 0.51
253.28 66.87 0.51
253.61 66.87 0.51
253.93 66.87 0.52
254.25 66.87 0.52
254.58 66.87 0.53
254.90 66.87 0.53
255.22 66.87 0.53
255.55 66.87 0.54
255.87 66.87 0.54
256.19 66.87 0.55
256.52 66.87 0.55
256.84 66.87 0.55
257.16 66.87 0.56
257.48 66.87 0.56
257.81 66.87 0.57
258.13 66.87 0.57
258.45 66.87 0.57
258.78 66.87 0.58
259.10 66.87 0.58
259.42 66.87 0.59
259.75 66.87 0.59
260.07 66.87 0.59
260.39 66.87 0.60
260.72 66.87 0.60
261.04 66.87 0.61
261.36 66.87 0.61
261.69 66.87 0.61
262.01 66.87 0.62
262.33 66.87 0.62
262.66 66.87 0.63
262.98 66.87 0.63
263.30 66.87 0.64
263.63 66.87 0.64
263.95 66.87 0.64
264.27 66.87 0.65
264.60 66.87 0.65
264.92 66.87 0.66
265.24 66.87 0.66
265.57 66.87 0.67
265.89 66.87 0.67
266.21 66.87 0.68
266.54 66.87 0.68
266.86 66.87 0.68
267.18 66.87 0.69
267.51 66.87 0.69
267.83 66.87 0.70
268.15 66.87 0.70
268.47 66.87 0.71
268.80 66.87 0.71
269.12 66.87 0.72
269.44 66.87 0.72
269.77 66.87 0.73
270.09 66.87 0.73
270.41 66.87 0.74
270.74 66.87 0.74
271.06 66.87 0.75
271.38 66.87 0.76
271.71 66.87 0.76
272.03 66.87 0.77
272.35 66.87 0.77
272.68 66.87 0.78
273.00 66.87 0.79
241.00 68.48 0.37
241.32 68.48 0.37
241.65 68.48 0.37
241.97 68.48 0.38
242.29 68.48 0.38
242.62 68.48 0.38
242.94 68.48 0.39
243.26 68.48 0.39
243.59 68.48 0.39
243.91 68.48 0.40
244.23 68.48 0.40
244.56 68.48 0.41
244.88 68.48 0.41
245.20 68.48 0.41
245.53 68.48 0.42
245.85 68.48 0.42
246.17 68.48 0.43
246.49 68.48 0.43
246.82 68.48 0.43
247.14 68.48 0.44
247.46 68.48 0.44
247.79 68.48 0.45
248.11 68.48 0.45
248.43 68.48 0.45
248.76 68.48 0.46
249.08 68.48 0.46
249.40 68.48 0.47
249.73 68.48 0.47
250.05 68.48 0.47
250.37 68.48 0.48
250.70 68.48 0.48
251.02 68.48 0.49
251.34 68.48 0.49
251.67 68.48 0.49
251.99 68.48 0.50
252.31 68.48 0.50
252.64 68.48 0.50
252.96 68.48 0.51
253.28 68.48 0.51
253.61 68.48 0.52
253.93 68.48 0.52
254.25 68.48 0.52
254.58 68.48 0.53
254.90 68.48 0.53
255.22 68.48 0.54
255.55 68.48 0.54
255.87 68.48 0.54
256.19 68.48 0.55
256.52 68.48 0.55
256.84 68.48 0.56
257.16 68.48 0.56
257.48 68.48 0.56
257.81 68.48 0.57
258.13 68.48 0.57
258.45 68.48 0.58
258.78 68.48 0.58
259.10 68.48 0.58
259.42 68.48 0.59
259.75 68.48 0.59
260.07 68.48 0.60
260.39 68.48 0.60
260.72 68.48 0.61
261.04 68.48 0.61
261.36 68.48 0.61
261.69 68.48 0.62
262.01 68.48 0.62
262.33 68.48 0.63
262.66 68.48 0.63
262.98 68.48 0.64
263.30 68.48 0.64
263.63 68.48 0.64
263.95 68.48 0.65
264.27 68.48 0.65
264.60 68.48 0.66
264.92 68.48 0.66
265.24 68.48 0.67
265.57 68.48 0.67
265.89 68.48 0.68
266.21 68.48 0.68
266.54 68.48 0.68
266.86 68.48 0.69
267.18 68.48 0.69
267.51 68.48 0.70
267.83 68.48 0.70
268.15 68.48 0.71
268.47 68.48 0.71
268.80 68.48 0.72
269.12 68.48 0.72
269.44 68.48 0.73
269.77 68.48 0.73
270.09 68.48 0.74
270.41 68.48 0.74
270.74 68.48 0.75
271.06 68.48 0.76
271.38 68.48 0.76
271.71 68.48 0.77
272.03 68.48 0.77
272.35 68.48 0.78
272.68 68.48 0.79
273.00 68.48 0.79
241.00 70.10 0.37
241.32 70.10 0.37
241.65 70.10 0.37
241.97 70.10 0.38
242.29 70.10 0.38
242.62 70.10 0.38
242.94 70.10 0.39
243.26 70.10 0.39
243.59 70.10 0.39
243.91 70.10 0.40
244.23 70.10 0.40
244.56 70.10 0.41
244.88 70.10 0.41
245.20 70.10 0.41
245.53 70.10 0.42
245.85 70.10 0.42
246.17 70.10 0.43
246.49 70.10 0.43
246.82 70.10 0.43
247.14 70.10 0.44
247.46 70.10 0.44
247.79 70.10 0.45
248.11 70.10 0.45
248.43 70.10 0.46
248.76 70.10 0.46
249.08 70.10 0.46
249.40 70.10 0.47
249.73 70.10 0.47
250.05 70.10 0.48
250.37 70.10 0.48
250.70 70.10 0.48
251.02 70.10 0.49
251.34 70.10 0.49
251.67 70.10 0.49
251.99 70.10 0.50
252.31 70.10 0.50
252.64 70.10 0.51
252.96 70.10 0.51
253.28 70.10 0.51
253.61 70.10 0.52
253.93 70.10 0.52
254.25 70.10 0.53
254.58 70.10 0.53
254.90 70.10 0.53
255.22 70.10 0.54
255.55 70.10 0.54
255.87 70.10 0.55
256.19 70.10 0.55
256.52 70.10 0.55
256.84 70.10 0.56
257.16 70.10 0.56
257.48 70.10 0.57
257.81 70.10 0.57
258.13 70.10 0.58
258.45 70.10 0.58
258.78 70.10 0.58
259.10 70.10 0.59
259.42 70.10 0.59
259.75 70.10 0.60
260.07 70.10 0.60
260.39 70.10 0.60
260.72 70.10 0.61
261.04 70.10 0.61
261.36 70.10 0.62
261.69 70.10 0.62
262.01 70.10 0.63
262.33 70.10 0.63
262.66 70.10 0.64
262.98 70.10 0.64
263.30 70.10 0.64
263.63 70.10 0.65
263.95 70.10 0.65
264.27 70.10 0.66
264.60 70.10 0.66
264.92 70.10 0.67
265.24 70.10 0.67
265.57 70.10 0.68
265.89 70.10 0.68
266.21 70.10 0.68
266.54 70.10 0.69
266.86 70.10 0.69
267.18 70.10 0.70
267.51 70.10 0.70
267.83 70.10 0.71
268.15 70.10 0.71
268.47 70.10 0.72
268.80 70.10 0.72
269.12 70.10 0.73
269.44 70.10 0.73
269.77 70.10 0.74
270.09 70.10 0.74
270.41 70.10 0.75
270.74 70.10 0.76
271.06 70.10 0.76
271.38 70.10 0.77
271.71 70.10 0.77
272.03 70.10 0.78
272.35 70.10 0.79
272.68 70.10 0.79
273.00 70.10 0.80
241.00 71.72 0.37
241.32 71.72 0.37
241.65 71.72 0.37
241.97 71.72 0.38
242.29 71.72 0.38
242.62 71.72 0.38
242.94 71.72 0.39
243.26 71.72 0.39
243.59 71.72 0.40
243.91 71.72 0.40
244.23 71.72 0.40
244.56 71.72 0.41
244.88 71.72 0.41
245.20 71.72 0.41
245.53 71.72 0.42
245.85 71.72 0.42
246.17 71.72 0.43
246.49 71.72 0.43
246.82 71.72 0.44
247.14 71.72 0.44
247.46 71.72 0.44
247.79 71.72 0.45
248.11 71.72 0.45
248.43 71.72 0.46
248.76 71.72 0.46
249.08 71.72 0.46
249.40 71.72 0.47
249.73 71.72 0.47
250.05 71.72 0.48
250.37 71.72 0.48
250.70 71.72 0.48
251.02 71.72 0.49
251.34 71.72 0.49
251.67 71.72 0.50
251.99 71.72 0.50
252.31 71.72 0.50
252.64 71.72 0.51
252.96 71.72 0.51
253.28 71.72 0.52
253.61 71.72 0.52
253.93 71.72 0.52
254.25 71.72 0.53
254.58 71.72 0.53
254.90 71.72 0.54
255.22 71.72 0.54
255.55 71.72 0.54
255.87 71.72 0.55
256.19 71.72 0.55
256.52 71.72 0.56
256.84 71.72 0.56
257.16 71.72 0.57
257.48 71.72 0.57
257.81 71.72 0.57
258.13 71.72 0.58
258.45 71.72 0.58
258.78 71.72 0.59
259.10 71.72 0.59
259.42 71.72 0.60
259.75 71.72 0.60
260.07 71.72 0.60
260.39 71.72 0.61
260.72 71.72 0.61
261.04 71.72 0.62
261.36 71.72 0.62
261.69 71.72 0.63
262.01 71.72 0.63
262.33 71.72 0.63
262.66 71.72 0.64
262.98 71.72 0.64
263.30 71.72 0.65
263.63 71.72 0.65
263.95 71.72 0.66
264.27 71.72 0.66
264.60 71.72 0.67
264.92 71.72 0.67
265.24 71.72 0.68
265.57 71.72 0.68
265.89 71.72 0.68
266.21 71.72 0.69
266.54 71.72 0.69
266.86 71.72 0.70
267.18 71.72 0.70
267.51 71.72 0.71
267.83 71.72 0.71
268.15 71.72 0.72
268.47 71.72 0.72
268.80 71.72 0.73
269.12 71.72 0.73
269.44 71.72 0.74
269.77 71.72 0.74
270.09 71.72 0.75
270.41 71.72 0.76
270.74 71.72 0.76
271.06 71.72 0.77
271.38 71.72 0.77
271.71 71.72 0.78
272.03 71.72 0.78
272.35 71.72 0.79
272.68 71.72 0.80
273.00 71.72 0.80
241.00 73.33 0.37
241.32 73.33 0.37
241.65 73.33 0.37
241.97 73.33 0.38
242.29 73.33 0.38
242.62 73.33 0.38
242.94 73.33 0.39
243.26 73.33 0.39
243.59 73.33 0.40
243.91 73.33 0.40
244.23 73.33 0.40
244.56 73.33 0.41
244.88 73.33 0.41
245.20 73.33 0.42
245.53 73.33 0.42
245.85 73.33 0.42
246.17 73.33 0.43
246.49 73.33 0.43
246.82 73.33 0.44
247.14 73.33 0.44
247.46 73.33 0.45
247.79 73.33 0.45
248.11 73.33 0.45
248.43 73.33 0.46
248.76 73.33 0.46
249.08 73.33 0.47
249.40 73.33 0.47
249.73 73.33 0.47
250.05 73.33 0.48
250.37 73.33 0.48
250.70 73.33 0.49
251.02 73.33 0.49
251.34 73.33 0.49
251.67 73.33 0.50
251.99 73.33 0.50
252.31 73.33 0.51
252.64 73.33 0.51
252.96 73.33 0.51
253.28 73.33 0.52
253.61 73.33 0.52
253.93 73.33 0.53
254.25 73.33 0.53
254.58 73.33 0.54
254.90 73.33 0.54
255.22 73.33 0.54
255.55 73.33 0.55
255.87 73.33 0.55
256.19 73.33 0.56
256.52 73.33 0.56
256.84 73.33 0.56
257.16 73.33 0.57
257.48 73.33 0.57
257.81 73.33 0.58
258.13 73.33 0.58
258.45 73.33 0.59
258.78 73.33 0.59
259.10 73.33 0.59
259.42 73.33 0.60
259.75 73.33 0.60
260.07 73.33 0.61
260.39 73.33 0.61
260.72 73.33 0.62
261.04 73.33 0.62
261.36 73.33 0.62
261.69 73.33 0.63
262.01 73.33 0.63
262.33 73.33 0.64
262.66 73.33 0.64
262.98 73.33 0.65
263.30 73.33 0.65
263.63 73.33 0.66
263.95 73.33 0.66
264.27 73.33 0.67
264.60 73.33 0.67
264.92 73.33 0.67
265.24 73.33 0.68
265.57 73.33 0.68
265.89 73.33 0.69
266.21 73.33 0.69
266.54 73.33 0.70
266.86 73.33 0.70
267.18 73.33 0.71
267.51 73.33 0.71
267.83 73.33 0.72
268.15 73.33 0.72
268.47 73.33 0.73
268.80 73.33 0.73
269.12 73.33 0.74
269.44 73.33 0.74
269.77 73.33 0.75
270.09 73.33 0.76
270.41 73.33 0.76
270.74 73.33 0.77
271.06 73.33 0.77
271.38 73.33 0.78
271.71 73.33 0.78
272.03 73.33 0.79
272.35 73.33 0.80
272.68 73.33 0.80
273.00 73.33 0.81
241.00 74.95 0.37
241.32 74.95 0.37
241.65 74.95 0.37
241.97 74.95 0.38
242.29 74.95 0.38
242.62 74.95 0.38
242.94 74.95 0.39
243.26 74.95 0.39
243.59 74.95 0.40
243.91 74.95 0.40
244.23 74.95 0.40
244.56 74.95 0.41
244.88 74.95 0.41
245.20 74.95 0.42
245.53 74.95 0.42
245.85 74.95 0.42
246.17 74.95 0.43
246.49 74.95 0.43
246.82 74.95 0.44
247.14 74.95 0.44
247.46 74.95 0.45
247.79 74.95 0.45
248.11 74.95 0.45
248.43 74.95 0.46
248.76 74.95 0.46
249.08 74.95 0.47
249.40 74.95 0.47
249.73 74.95 0.48
250.05 74.95 0.48
250.37 74.95 0.48
250.70 74.95 0.49
251.02 74.95 0.49
251.34 74.95 0.50
251.67 74.95 0.50
251.99 74.95 0.50
252.31 74.95 0.51
252.64 74.95 0.51
252.96 74.95 0.52
253.28 74.95 0.52
253.61 74.95 0.53
253.93 74.95 0.53
254.25 74.95 0.53
254.58 74.95 0.54
254.90 74.95 0.54
255.22 74.95 0.55
255.55 74.95 0.55
255.87 74.95 0.55
256.19 74.95 0.56
256.52 74.95 0.56
256.84 74.95 0.57
257.16 74.95 0.57
257.48 74.95 0.58
257.81 74.95 0.58
258.13 74.95 0.58
258.45 74.95 0.59
258.78 74.95 0.59
259.10 74.95 0.60
259.42 74.95 0.60
259.75 74.95 0.61
260.07 74.95 0.61
260.39 74.95 0.61
260.72 74.95 0.62
261.04 74.95 0.62
261.36 74.95 0.63
261.69 74.95 0.63
262.01 74.95 0.64
262.33 74.95 0.64
262.66 74.95 0.65
262.98 74.95 0.65
263.30 74.95 0.66
263.63 74.95 0.66
263.95 74.95 0.67
264.27 74.95 0.67
264.60 74.95 0.67
264.92 74.95 0.68
265.24 74.95 0.68
265.57 74.95 0.69
265.89 74.95 0.69
266.21 74.95 0.70
266.54 74.95 0.70
266.86 74.95 0.71
267.18 74.95 0.71
267.51 74.95 0.72
267.83 74.95 0.72
268.15 74.95 0.73
268.47 74.95 0.73
268.80 74.95 0.74
269.12 74.95 0.74
269.44 74.95 0.75
269.77 74.95 0.76
270.09 74.95 0.76
270.41 74.95 0.77
270.74 74.95 0.77
271.06 74.95 0.78
271.38 74.95 0.78
271.71 74.95 0.79
272.03 74.95 0.80
272.35 74.95 0.80
272.68 74.95 0.81
273.00 74.95 0.81
241.00 76.57 0.37
241.32 76.57 0.37
241.65 76.57 0.37
241.97 76.57 0.38
242.29 76.57 0.38
242.62 76.57 0.38
242.94 76.57 0.39
243.26 76.57 0.39
243.59 76.57 0.40
243.91 76.57 0.40
244.23 76.57 0.40
244.56 76.57 0.41
244.88 76.57 0.41
245.20 76.57 0.42
245.53 76.57 0.42
245.85 76.57 0.43
246.17 76.57 0.43
246.49 76.57 0.43
246.82 76.57 0.44
247.14 76.57 0.44
247.46 76.57 0.45
247.79 76.57 0.45
248.11 76.57 0.46
248.43 76.57 0.46
248.76 76.57 0.46
249.08 76.57 0.47
249.40 76.57 0.47
249.73 76.57 0.48
250.05 76.57 0.48
250.37 76.57 0.49
250.70 76.57 0.49
251.02 76.57 0.49
251.34 76.57 0.50
251.67 76.57 0.50
251.99 76.57 0.51
252.31 76.57 0.51
252.64 76.57 0.51
252.96 76.57 0.52
253.28 76.57 0.52
253.61 76.57 0.53
253.93 76.57 0.53
254.25 76.57 0.54
254.58 76.57 0.54
254.90 76.57 0.54
255.22 76.57 0.55
255.55 76.57 0.55
255.87 76.57 0.56
256.19 76.57 0.56
256.52 76.57 0.57
256.84 76.57 0.57
257.16 76.57 0.57
257.48 76.57 0.58
257.81 76.57 0.58
258.13 76.57 0.59
258.45 76.57 0.59
258.78 76.57 0.60
259.10 76.57 0.60
259.42 76.57 0.60
259.75 76.57 0.61
260.07 76.57 0.61
260.39 76.57 0.62
260.72 76.57 0.62
261.04 76.57 0.63
261.36 76.57 0.63
261.69 76.57 0.64
262.01 76.57 0.64
262.33 76.57 0.65
262.66 76.57 0.65
262.98 76.57 0.65
263.30 76.57 0.66
263.63 76.57 0.66
263.95 76.57 0.67
264.27 76.57 0.67
264.60 76.57 0.68
264.92 76.57 0.68
265.24 76.57 0.69
265.57 76.57 0.69
265.89 76.57 0.70
266.21 76.57 0.70
266.54 76.57 0.71
266.86 76.57 0.71
267.18 76.57 0.72
267.51 76.57 0.72
267.83 76.57 0.73
268.15 76.57 0.73
268.47 76.57 0.74
268.80 76.57 0.74
269.12 76.57 0.75
269.44 76.57 0.75
269.77 76.57 0.76
270.09 76.57 0.77
270.41 76.57 0.77
270.74 76.57 0.78
271.06 76.57 0.78
271.38 76.57 0.79
271.71 76.57 0.79
272.03 76.57 0.80
272.35 76.57 0.81
272.68 76.57 0.81
273.00 76.57 0.82
241.00 78.18 0.37
241.32 78.18 0.37
241.65 78.18 0.37
241.97 78.18 0.38
242.29 78.18 0.38
242.62 78.18 0.38
242.94 78.18 0.39
243.26 78.18 0.39
243.59 78.18 0.40
243.91 78.18 0.40
244.23 78.18 0.40
244.56 78.18 0.41
244.88 78.18 0.41
245.20 78.18 0.42
245.53 78.18 0.42
245.85 78.18 0.43
246.17 78.18 0.43
246.49 78.18 0.44
246.82 78.18 0.44
247.14 78.18 0.44
247.46 78.18 0.45
247.79 78.18 0.45
248.11 78.18 0.46
248.43 78.18 0.46
248.76 78.18 0.47
249.08 78.18 0.47
249.40 78.18 0.47
249.73 78.18 0.48
250.05 78.18 0.48
250.37 78.18 0.49
250.70 78.18 0.49
251.02 78.18 0.50
251.34 78.18 0.50
251.67 78.18 0.50
251.99 78.18 0.51
252.31 78.18 0.51
252.64 78.18 0.52
252.96 78.18 0.52
253.28 78.18 0.53
253.61 78.18 0.53
253.93 78.18 0.53
254.25 78.18 0.54
254.58 78.18 0.54
254.90 78.18 0.55
255.22 78.18 0.55
255.55 78.18 0.56
255.87 78.18 0.56
256.19 78.18 0.56
256.52 78.18 0.57
256.84 78.18 0.57
257.16 78.18 0.58
257.48 78.18 0.58
257.81 78.18 0.59
258.13 78.18 0.59
258.45 78.18 0.59
258.78 78.18 0.60
259.10 78.18 0.60
259.42 78.18 0.61
259.75 78.18 0.61
260.07 78.18 0.62
260.39 78.18 0.62
260.72 78.18 0.63
261.04 78.18 0.63
261.36 78.18 0.64
261.69 78.18 0.64
262.01 78.18 0.64
262.33 78.18 0.65
262.66 78.18 0.65
262.98 78.18 0.66
263.30 78.18 0.66
263.63 78.18 0.67
263.95 78.18 0.67
264.27 78.18 0.68
264.60 78.18 0.68
264.92 78.18 0.69
265.24 78.18 0.69
265.57 78.18 0.70
265.89 78.18 0.70
266.21 78.18 0.71
266.54 78.18 0.71
266.86 78.18 0.72
267.18 78.18 0.72
267.51 78.18 0.73
267.83 78.18 0.73
268.15 78.18 0.74
268.47 78.18 0.74
268.80 78.18 0.75
269.12 78.18 0.75
269.44 78.18 0.76
269.77 78.18 0.76
270.09 78.18 0.77
270.41 78.18 0.77
270.74 78.18 0.78
271.06 78.18 0.79
271.38 78.18 0.79
271.71 78.18 0.80
272.03 78.18 0.81
272.35 78.18 0.81
272.68 78.18 0.82
273.00 78.18 0.83
241.00 79.80 0.37
241.32 79.80 0.37
241.65 79.80 0.37
241.97 79.80 0.38
242.29 79.80 0.38
242.62 79.80 0.39
242.94 79.80 0.39
243.26 79.80 0.39
243.59 79.80 0.40
243.91 79.80 0.40
244.23 79.80 0.41
244.56 79.80 0.41
244.88 79.80 0.41
245.20 79.80 0.42
245.53 79.80 0.42
245.85 79.80 0.43
246.17 79.80 0.43
246.49 79.80 0.44
